ID,Airline_IATA2,StartingAirport_IATA3,DestinationAirport_IATA3,Equipment
20576,FR,NRN,BLQ,738
20577,FR,NRN,BRI,738
20578,FR,NRN,BZR,738
20579,FR,NRN,CAG,738
20580,FR,NRN,CFU,738
20581,FR,NRN,CHQ,738
20582,FR,NRN,CIA,738
20583,FR,NRN,EDI,738
20584,FR,NRN,FAO,738
20585,FR,NRN,FEZ,738
20586,FR,NRN,FUE,738
20587,FR,NRN,GRO,738
20588,FR,NRN,IBZ,738
20589,FR,NRN,LEI,738
20590,FR,NRN,LPA,738
20591,FR,NRN,LPP,738
20592,FR,NRN,OPO,738
20593,FR,NRN,OUD,738
20594,FR,NRN,PMI,738
20595,FR,NRN,PMO,738
20596,FR,NRN,PSA,738
20597,FR,NRN,PSR,738
20598,FR,NRN,RAK,738
20599,FR,NRN,RIX,738
20600,FR,NRN,SDR,738
20601,FR,NRN,SKG,738
20602,FR,NRN,STN,738
20603,FR,NRN,SUF,738
20604,FR,NRN,TFS,738
20605,FR,NRN,TSF,738
20606,FR,NRN,VLC,738
20607,FR,NRN,ZAD,738
20608,FR,NTE,DUB,738
20609,FR,NTE,FEZ,738
20610,FR,NTE,MRS,738
20611,FR,NUE,AGP,738
20612,FR,NUE,ALC,738
20613,FR,NUE,STN,738
20614,FR,NYO,AGP,738
20615,FR,NYO,AHO,738
20616,FR,NYO,ALC,738
20617,FR,NYO,BCN,738
20618,FR,NYO,BGY,738
20619,FR,NYO,BIQ,738
20620,FR,NYO,BRE,738
20621,FR,NYO,BVA,738
20622,FR,NYO,BZR,738
20623,FR,NYO,CHQ,738
20624,FR,NYO,CIA,738
20625,FR,NYO,CRL,738
20626,FR,NYO,KRK,738
20627,FR,NYO,MLA,738
20628,FR,NYO,PFO,738
20629,FR,NYO,PMI,738
20630,FR,NYO,PSA,738
20631,FR,NYO,RHO,738
20632,FR,NYO,RJK,738
20633,FR,NYO,SKG,738
20634,FR,NYO,STN,738
20635,FR,NYO,TSF,738
20636,FR,NYO,WMI,738
20637,FR,NYO,ZAD,738
20638,FR,OPO,BCN,738
20639,FR,OPO,BGY,738
20640,FR,OPO,BLQ,738
20641,FR,OPO,BOD,738
20642,FR,OPO,BRE,738
20643,FR,OPO,BRU,738
20644,FR,OPO,BVA,738
20645,FR,OPO,CCF,738
20646,FR,OPO,CFE,738
20647,FR,OPO,CIA,738
20648,FR,OPO,CRL,738
20649,FR,OPO,DLE,738
20650,FR,OPO,DTM,738
20651,FR,OPO,DUB,738
20652,FR,OPO,EBU,738
20653,FR,OPO,EIN,738
20654,FR,OPO,FAO,738
20655,FR,OPO,FKB,738
20656,FR,OPO,FMM,738
20657,FR,OPO,HHN,738
20658,FR,OPO,LIL,738
20659,FR,OPO,LIS,738
20660,FR,OPO,LPA,738
20661,FR,OPO,LPL,738
20662,FR,OPO,LRH,738
20663,FR,OPO,MAD,738
20664,FR,OPO,MRS,738
20665,FR,OPO,MST,738
20666,FR,OPO,NRN,738
20667,FR,OPO,PMI,738
20668,FR,OPO,STN,738
20669,FR,OPO,SXB,738
20670,FR,OPO,TFS,738
20671,FR,OPO,TUF,738
20672,FR,OPO,VLC,738
20673,FR,OPO,XCR,738
20674,FR,ORK,ACE,738
20675,FR,ORK,AGP,738
20676,FR,ORK,EMA,738
20677,FR,ORK,FAO,738
20678,FR,ORK,FUE,738
20679,FR,ORK,GDN,738
20680,FR,ORK,LGW,738
20681,FR,ORK,LPA,738
20682,FR,ORK,LPL,738
20683,FR,ORK,PMI,738
20684,FR,ORK,STN,738
20685,FR,ORK,TFS,738
20686,FR,ORK,VNO,738
20687,FR,ORK,WRO,738
20688,FR,OSI,STN,738
20689,FR,OSR,STN,738
20690,FR,OTP,DUB,738
20691,FR,OTP,STN,738
20692,FR,OUD,BVA,738
20693,FR,OUD,CRL,738
20694,FR,OUD,MRS,738
20695,FR,OUD,NRN,738
20696,FR,PDV,HHN,738
20697,FR,PDV,STN,738
20698,FR,PEG,CAG,738
20699,FR,PEG,CRL,738
20700,FR,PEG,STN,738
20701,FR,PEG,TPS,738
20702,FR,PFO,ATH,738
20703,FR,PFO,CHQ,738
20704,FR,PFO,CRL,738
20705,FR,PFO,GPA,738
20706,FR,PFO,KRK,738
20707,FR,PFO,KUN,738
20708,FR,PFO,MAN,738
20709,FR,PFO,NYO,738
20710,FR,PFO,SKG,738
20711,FR,PFO,STN,738
20712,FR,PGF,CRL,738
20713,FR,PGF,STN,738
20714,FR,PIK,ACE,738
20715,FR,PIK,AGP,738
20716,FR,PIK,ALC,738
20717,FR,PIK,BCN,738
20718,FR,PIK,CCF,738
20719,FR,PIK,CFU,738
20720,FR,PIK,CIA,738
20721,FR,PIK,DUB,738
20722,FR,PIK,FAO,738
20723,FR,PIK,FUE,738
20724,FR,PIK,IBZ,738
20725,FR,PIK,LDY,738
20726,FR,PIK,LPA,738
20727,FR,PIK,MJV,738
20728,FR,PIK,MLA,738
20729,FR,PIK,PMI,738
20730,FR,PIK,REU,738
20731,FR,PIK,RIX,738
20732,FR,PIK,TFS,738
20733,FR,PIK,WMI,738
20734,FR,PIK,WRO,738
20735,FR,PIS,SNN,738
20736,FR,PIS,STN,738
20737,FR,PMF,AHO,738
20738,FR,PMF,CAG,738
20739,FR,PMF,STN,738
20740,FR,PMF,TPS,738
20741,FR,PMI,AAR,738
20742,FR,PMI,AGP,738
20743,FR,PMI,BCN,738
20744,FR,PMI,BGY,738
20745,FR,PMI,BHX,738
20746,FR,PMI,BLL,738
20747,FR,PMI,BLQ,738
20748,FR,PMI,BOH,738
20749,FR,PMI,BRE,738
20750,FR,PMI,BRS,738
20751,FR,PMI,BRU,738
20752,FR,PMI,BTS,738
20753,FR,PMI,BVA,738
20754,FR,PMI,CGN,738
20755,FR,PMI,CIA,738
20756,FR,PMI,CRL,738
20757,FR,PMI,DTM,738
20758,FR,PMI,DUB,738
20759,FR,PMI,EDI,738
20760,FR,PMI,EIN,738
20761,FR,PMI,EMA,738
20762,FR,PMI,FKB,738
20763,FR,PMI,FMM,738
20764,FR,PMI,GRO,738
20765,FR,PMI,GRQ,738
20766,FR,PMI,GSE,738
20767,FR,PMI,HHN,738
20768,FR,PMI,KUN,738
20769,FR,PMI,LBA,738
20770,FR,PMI,LBC,738
20771,FR,PMI,LPL,738
20772,FR,PMI,MAD,738
20773,FR,PMI,MAN,738
20774,FR,PMI,MRS,738
20775,FR,PMI,MST,738
20776,FR,PMI,NRN,738
20777,FR,PMI,NYO,738
20778,FR,PMI,OPO,738
20779,FR,PMI,ORK,738
20780,FR,PMI,PIK,738
20781,FR,PMI,REU,738
20782,FR,PMI,RYG,738
20783,FR,PMI,SCQ,738
20784,FR,PMI,SDR,738
20785,FR,PMI,SNN,738
20786,FR,PMI,STN,738
20787,FR,PMI,SVQ,738
20788,FR,PMI,VLC,738
20789,FR,PMI,WMI,738
20790,FR,PMO,BGY,738
20791,FR,PMO,BLQ,738
20792,FR,PMO,FCO,738
20793,FR,PMO,MAD,738
20794,FR,PMO,MRS,738
20795,FR,PMO,NRN,738
20796,FR,PMO,PSA,738
20797,FR,PMO,STN,738
20798,FR,PMO,SVQ,738
20799,FR,PMO,TSF,738
20800,FR,POZ,BRS,738
20801,FR,POZ,CIA,738
20802,FR,POZ,DUB,738
20803,FR,POZ,EDI,738
20804,FR,POZ,GRO,738
20805,FR,POZ,LPL,738
20806,FR,POZ,RYG,738
20807,FR,POZ,STN,738
20808,FR,PRG,DUB,738
20809,FR,PRG,STN,738
20810,FR,PSA,AHO,738
20811,FR,PSA,BDS,738
20812,FR,PSA,BLL,738
20813,FR,PSA,BOH,738
20814,FR,PSA,BRI,738
20815,FR,PSA,BUD,738
20816,FR,PSA,BVA,738
20817,FR,PSA,CAG,738
20818,FR,PSA,CIY,738
20819,FR,PSA,CRL,738
20820,FR,PSA,DUB,738
20821,FR,PSA,EDI,738
20822,FR,PSA,EIN,738
20823,FR,PSA,EMA,738
20824,FR,PSA,FEZ,738
20825,FR,PSA,FUE,738
20826,FR,PSA,GDN,738
20827,FR,PSA,GRO,738
20828,FR,PSA,GSE,738
20829,FR,PSA,HAU,738
20830,FR,PSA,HHN,738
20831,FR,PSA,IBZ,738
20832,FR,PSA,KRK,738
20833,FR,PSA,LBA,738
20834,FR,PSA,LBC,738
20835,FR,PSA,LIS,738
20836,FR,PSA,LPA,738
20837,FR,PSA,LPL,738
20838,FR,PSA,MAD,738
20839,FR,PSA,MLA,738
20840,FR,PSA,NRN,738
20841,FR,PSA,NYO,738
20842,FR,PSA,PMO,738
20843,FR,PSA,RAK,738
20844,FR,PSA,SKG,738
20845,FR,PSA,STN,738
20846,FR,PSA,SUF,738
20847,FR,PSA,SVQ,738
20848,FR,PSA,TFS,738
20849,FR,PSA,TPS,738
20850,FR,PSA,TRF,738
20851,FR,PSA,VLC,738
20852,FR,PSA,WMI,738
20853,FR,PSR,BGY,738
20854,FR,PSR,BVA,738
20855,FR,PSR,CAG,738
20856,FR,PSR,CRL,738
20857,FR,PSR,GRO,738
20858,FR,PSR,HHN,738
20859,FR,PSR,NRN,738
20860,FR,PSR,STN,738
20861,FR,PUY,BVA,738
20862,FR,PUY,CRL,738
20863,FR,PUY,HHN,738
20864,FR,PUY,RYG,738
20865,FR,PUY,STN,738
20866,FR,RAK,BGY,738
20867,FR,RAK,BVA,738
20868,FR,RAK,CIA,738
20869,FR,RAK,CRL,738
20870,FR,RAK,DLE,738
20871,FR,RAK,DUB,738
20872,FR,RAK,EIN,738
20873,FR,RAK,GRO,738
20874,FR,RAK,HHN,738
20875,FR,RAK,LTN,738
20876,FR,RAK,MAD,738
20877,FR,RAK,MRS,738
20878,FR,RAK,NRN,738
20879,FR,RAK,PSA,738
20880,FR,RAK,STN,738
20881,FR,RAK,SVQ,738
20882,FR,RAK,TUF,738
20883,FR,RAK,XCR,738
20884,FR,RBA,BVA,738
20885,FR,RBA,CRL,738
20886,FR,RBA,GRO,738
20887,FR,RBA,MAD,738
20888,FR,RBA,MRS,738
20889,FR,RBA,STN,738
20890,FR,RDZ,CRL,738
20891,FR,RDZ,DUB,738
20892,FR,RDZ,STN,738
20893,FR,REU,BHX,738
20894,FR,REU,BRS,738
20895,FR,REU,CRL,738
20896,FR,REU,DUB,738
20897,FR,REU,EIN,738
20898,FR,REU,EMA,738
20899,FR,REU,HHN,738
20900,FR,REU,LPL,738
20901,FR,REU,LTN,738
20902,FR,REU,MAN,738
20903,FR,REU,PIK,738
20904,FR,REU,PMI,738
20905,FR,REU,STN,738
20906,FR,RHO,ATH,738
20907,FR,RHO,BGY,738
20908,FR,RHO,BOH,738
20909,FR,RHO,CRL,738
20910,FR,RHO,EMA,738
20911,FR,RHO,KUN,738
20912,FR,RHO,LPL,738
20913,FR,RHO,NYO,738
20914,FR,RHO,RYG,738
20915,FR,RHO,STN,738
20916,FR,RIX,BGY,738
20917,FR,RIX,BRE,738
20918,FR,RIX,DUB,738
20919,FR,RIX,EMA,738
20920,FR,RIX,HHN,738
20921,FR,RIX,MAN,738
20922,FR,RIX,NRN,738
20923,FR,RIX,PIK,738
20924,FR,RIX,RYG,738
20925,FR,RIX,STN,738
20926,FR,RJK,NYO,738
20927,FR,RYG,AGP,738
20928,FR,RYG,ALC,738
20929,FR,RYG,BCN,738
20930,FR,RYG,BGY,738
20931,FR,RYG,BLQ,738
20932,FR,RYG,BVA,738
20933,FR,RYG,BZR,738
20934,FR,RYG,CFU,738
20935,FR,RYG,CHQ,738
20936,FR,RYG,CIA,738
20937,FR,RYG,CRL,738
20938,FR,RYG,DUB,738
20939,FR,RYG,EDI,738
20940,FR,RYG,GDN,738
20941,FR,RYG,KGS,738
20942,FR,RYG,KRK,738
20943,FR,RYG,KUN,738
20944,FR,RYG,MAD,738
20945,FR,RYG,MAN,738
20946,FR,RYG,MLA,738
20947,FR,RYG,PMI,738
20948,FR,RYG,POZ,738
20949,FR,RYG,PUY,738
20950,FR,RYG,RHO,738
20951,FR,RYG,RIX,738
20952,FR,RYG,RZE,738
20953,FR,RYG,SKG,738
20954,FR,RYG,STN,738
20955,FR,RYG,SXF,738
20956,FR,RYG,TLL,738
20957,FR,RYG,TSF,738
20958,FR,RYG,VNO,738
20959,FR,RYG,WMI,738
20960,FR,RYG,WRO,738
20961,FR,RYG,ZAD,738
20962,FR,RZE,BRS,738
20963,FR,RZE,DUB,738
20964,FR,RZE,EMA,738
20965,FR,RZE,LTN,738
20966,FR,RZE,MAN,738
20967,FR,RZE,RYG,738
20968,FR,RZE,STN,738
20969,FR,SCQ,ACE,738
20970,FR,SCQ,AGP,738
20971,FR,SCQ,ALC,738
20972,FR,SCQ,BCN,738
20973,FR,SCQ,BGY,738
20974,FR,SCQ,HHN,738
20975,FR,SCQ,LPA,738
20976,FR,SCQ,MAD,738
20977,FR,SCQ,PMI,738
20978,FR,SCQ,STN,738
20979,FR,SCQ,SVQ,738
20980,FR,SCQ,TFS,738
20981,FR,SCQ,VLC,738
20982,FR,SDR,ACE,738
20983,FR,SDR,AGP,738
20984,FR,SDR,BCN,738
20985,FR,SDR,BGY,738
20986,FR,SDR,CIA,738
20987,FR,SDR,CRL,738
20988,FR,SDR,DUB,738
20989,FR,SDR,EDI,738
20990,FR,SDR,HHN,738
20991,FR,SDR,LPA,738
20992,FR,SDR,NRN,738
20993,FR,SDR,PMI,738
20994,FR,SDR,STN,738
20995,FR,SDR,SVQ,738
20996,FR,SDR,TFS,738
20997,FR,SDR,VLC,738
20998,FR,SFT,GRO,738
20999,FR,SFT,STN,738
21000,FR,SKG,ATH,738
21001,FR,SKG,BGY,738
21002,FR,SKG,BRE,738
21003,FR,SKG,CHQ,738
21004,FR,SKG,CIA,738
21005,FR,SKG,CRL,738
21006,FR,SKG,FKB,738
21007,FR,SKG,GRO,738
21008,FR,SKG,HHN,738
21009,FR,SKG,NRN,738
21010,FR,SKG,NYO,738
21011,FR,SKG,PFO,738
21012,FR,SKG,PSA,738
21013,FR,SKG,RYG,738
21014,FR,SKG,STN,738
21015,FR,SKG,WMI,738
21016,FR,SNN,ACE,738
21017,FR,SNN,AGP,738
21018,FR,SNN,ALC,738
21019,FR,SNN,BVA,738
21020,FR,SNN,FAO,738
21021,FR,SNN,FMM,738
21022,FR,SNN,FUE,738
21023,FR,SNN,KRK,738
21024,FR,SNN,LGW,738
21025,FR,SNN,LPL,738
21026,FR,SNN,NCE,738
21027,FR,SNN,PIS,738
21028,FR,SNN,PMI,738
21029,FR,SNN,STN,738
21030,FR,SNN,SXF,738
21031,FR,SNN,TFS,738
21032,FR,SNN,WMI,738
21033,FR,SNN,WRO,738
21034,FR,STN,AAR,738
21035,FR,STN,ACE,738
21036,FR,STN,AGP,738
21037,FR,STN,AHO,738
21038,FR,STN,ALC,738
21039,FR,STN,AOI,738
21040,FR,STN,ATH,738
21041,FR,STN,BCN,738
21042,FR,STN,BDS,738
21043,FR,STN,BGY,738
21044,FR,STN,BIQ,738
21045,FR,STN,BLL,738
21046,FR,STN,BLQ,738
21047,FR,STN,BOD,738
21048,FR,STN,BRE,738
21049,FR,STN,BRI,738
21050,FR,STN,BRQ,738
21051,FR,STN,BSL,738
21052,FR,STN,BTS,738
21053,FR,STN,BUD,738
21054,FR,STN,BVE,738
21055,FR,STN,BZG,738
21056,FR,STN,CCF,738
21057,FR,STN,CFU,738
21058,FR,STN,CHQ,738
21059,FR,STN,CIA,738
21060,FR,STN,CIY,738
21061,FR,STN,DNR,738
21062,FR,STN,DTM,738
21063,FR,STN,DUB,738
21064,FR,STN,EFL,738
21065,FR,STN,EGC,738
21066,FR,STN,EIN,738
21067,FR,STN,FAO,738
21068,FR,STN,FEZ,738
21069,FR,STN,FKB,738
21070,FR,STN,FMM,738
21071,FR,STN,FUE,738
21072,FR,STN,GDN,738
21073,FR,STN,GOA,738
21074,FR,STN,GRO,738
21075,FR,STN,GSE,738
21076,FR,STN,HAU,738
21077,FR,STN,HHN,738
21078,FR,STN,IBZ,738
21079,FR,STN,KGS,738
21080,FR,STN,KIR,738
21081,FR,STN,KRK,738
21082,FR,STN,KTW,738
21083,FR,STN,KUN,738
21084,FR,STN,LDE,738
21085,FR,STN,LDY,738
21086,FR,STN,LEI,738
21087,FR,STN,LEJ,738
21088,FR,STN,LIG,738
21089,FR,STN,LIS,738
21090,FR,STN,LNZ,738
21091,FR,STN,LPA,738
21092,FR,STN,LRH,738
21093,FR,STN,LUZ,738
21094,FR,STN,MAD,738
21095,FR,STN,MJV,738
21096,FR,STN,MLA,738
21097,FR,STN,MMX,738
21098,FR,STN,MRS,738
21099,FR,STN,NOC,738
21100,FR,STN,NRN,738
21101,FR,STN,NUE,738
21102,FR,STN,NYO,738
21103,FR,STN,OPO,738
21104,FR,STN,ORK,738
21105,FR,STN,OSI,738
21106,FR,STN,OSR,738
21107,FR,STN,OTP,738
21108,FR,STN,PDV,738
21109,FR,STN,PEG,738
21110,FR,STN,PFO,738
21111,FR,STN,PGF,738
21112,FR,STN,PIS,738
21113,FR,STN,PMF,738
21114,FR,STN,PMI,738
21115,FR,STN,PMO,738
21116,FR,STN,POZ,738
21117,FR,STN,PRG,738
21118,FR,STN,PSA,738
21119,FR,STN,PSR,738
21120,FR,STN,PUY,738
21121,FR,STN,RAK,738
21122,FR,STN,RBA,738
21123,FR,STN,RDZ,738
21124,FR,STN,REU,738
21125,FR,STN,RHO,738
21126,FR,STN,RIX,738
21127,FR,STN,RYG,738
21128,FR,STN,RZE,738
21129,FR,STN,SCQ,738
21130,FR,STN,SDR,738
21131,FR,STN,SFT,738
21132,FR,STN,SKG,738
21133,FR,STN,SNN,738
21134,FR,STN,SUF,738
21135,FR,STN,SVQ,738
21136,FR,STN,SXB,738
21137,FR,STN,SXF,738
21138,FR,STN,SZG,738
21139,FR,STN,SZZ,738
21140,FR,STN,TFS,738
21141,FR,STN,TGD,738
21142,FR,STN,TLL,738
21143,FR,STN,TLN,738
21144,FR,STN,TMP,738
21145,FR,STN,TRF,738
21146,FR,STN,TRN,738
21147,FR,STN,TRS,738
21148,FR,STN,TSF,738
21149,FR,STN,TUF,738
21150,FR,STN,VLC,738
21151,FR,STN,VNO,738
21152,FR,STN,VST,738
21153,FR,STN,WMI,738
21154,FR,STN,WRO,738
21155,FR,STN,XRY,738
21156,FR,STN,ZAD,738
21157,FR,STN,ZAZ,738
21158,FR,SUF,BGY,738
21159,FR,SUF,BLQ,738
21160,FR,SUF,CRL,738
21161,FR,SUF,FCO,738
21162,FR,SUF,HHN,738
21163,FR,SUF,NRN,738
21164,FR,SUF,PSA,738
21165,FR,SUF,STN,738
21166,FR,SUF,TSF,738
21167,FR,SVQ,ACE,738
21168,FR,SVQ,BCN,738
21169,FR,SVQ,BGY,738
21170,FR,SVQ,BLQ,738
21171,FR,SVQ,BOD,738
21172,FR,SVQ,BRI,738
21173,FR,SVQ,BVA,738
21174,FR,SVQ,CIA,738
21175,FR,SVQ,CRL,738
21176,FR,SVQ,DUB,738
21177,FR,SVQ,EIN,738
21178,FR,SVQ,LGW,738
21179,FR,SVQ,LPA,738
21180,FR,SVQ,MRS,738
21181,FR,SVQ,PMI,738
21182,FR,SVQ,PMO,738
21183,FR,SVQ,PSA,738
21184,FR,SVQ,RAK,738
21185,FR,SVQ,SCQ,738
21186,FR,SVQ,SDR,738
21187,FR,SVQ,STN,738
21188,FR,SVQ,TFS,738
21189,FR,SXB,OPO,738
21190,FR,SXB,STN,738
21191,FR,SXF,BGY,738
21192,FR,SXF,DUB,738
21193,FR,SXF,EMA,738
21194,FR,SXF,RYG,738
21195,FR,SXF,SNN,738
21196,FR,SXF,STN,738
21197,FR,SZG,STN,738
21198,FR,SZZ,DUB,738
21199,FR,SZZ,LPL,738
21200,FR,SZZ,STN,738
21201,FR,TFN,BCN,738
21202,FR,TFN,MAD,738
21203,FR,TFS,BCN,738
21204,FR,TFS,BGY,738
21205,FR,TFS,BHX,738
21206,FR,TFS,BLL,738
21207,FR,TFS,BLQ,738
21208,FR,TFS,BOH,738
21209,FR,TFS,BRE,738
21210,FR,TFS,BRS,738
21211,FR,TFS,BVA,738
21212,FR,TFS,CGN,738
21213,FR,TFS,CRL,738
21214,FR,TFS,DUB,738
21215,FR,TFS,EDI,738
21216,FR,TFS,EMA,738
21217,FR,TFS,FKB,738
21218,FR,TFS,FMM,738
21219,FR,TFS,HHN,738
21220,FR,TFS,LBA,738
21221,FR,TFS,LPL,738
21222,FR,TFS,LTN,738
21223,FR,TFS,MAD,738
21224,FR,TFS,MAN,738
21225,FR,TFS,MST,738
21226,FR,TFS,NOC,738
21227,FR,TFS,NRN,738
21228,FR,TFS,OPO,738
21229,FR,TFS,ORK,738
21230,FR,TFS,PIK,738
21231,FR,TFS,PSA,738
21232,FR,TFS,SCQ,738
21233,FR,TFS,SDR,738
21234,FR,TFS,SNN,738
21235,FR,TFS,STN,738
21236,FR,TFS,SVQ,738
21237,FR,TFS,VLC,738
21238,FR,TGD,CRL,738
21239,FR,TGD,STN,738
21240,FR,TLL,BGY,738
21241,FR,TLL,BRE,738
21242,FR,TLL,GRO,738
21243,FR,TLL,MAN,738
21244,FR,TLL,RYG,738
21245,FR,TLL,STN,738
21246,FR,TLN,STN,738
21247,FR,TMP,AGP,738
21248,FR,TMP,ALC,738
21249,FR,TMP,BGY,738
21250,FR,TMP,BRE,738
21251,FR,TMP,BUD,738
21252,FR,TMP,GRO,738
21253,FR,TMP,HHN,738
21254,FR,TMP,STN,738
21255,FR,TNG,BVA,738
21256,FR,TNG,CRL,738
21257,FR,TNG,MAD,738
21258,FR,TNG,MRS,738
21259,FR,TPS,AOI,738
21260,FR,TPS,BGY,738
21261,FR,TPS,BLQ,738
21262,FR,TPS,BTS,738
21263,FR,TPS,BVA,738
21264,FR,TPS,CAG,738
21265,FR,TPS,CIA,738
21266,FR,TPS,CRL,738
21267,FR,TPS,CUF,738
21268,FR,TPS,EIN,738
21269,FR,TPS,FKB,738
21270,FR,TPS,FMM,738
21271,FR,TPS,GOA,738
21272,FR,TPS,GRO,738
21273,FR,TPS,HHN,738
21274,FR,TPS,KRK,738
21275,FR,TPS,KUN,738
21276,FR,TPS,MAN,738
21277,FR,TPS,MLA,738
21278,FR,TPS,MST,738
21279,FR,TPS,PEG,738
21280,FR,TPS,PMF,738
21281,FR,TPS,PSA,738
21282,FR,TPS,TRN,738
21283,FR,TPS,TRS,738
21284,FR,TPS,TSF,738
21285,FR,TPS,WMI,738
21286,FR,TRF,AGP,738
21287,FR,TRF,AHO,738
21288,FR,TRF,ALC,738
21289,FR,TRF,LPL,738
21290,FR,TRF,PSA,738
21291,FR,TRF,STN,738
21292,FR,TRN,BCN,738
21293,FR,TRN,BDS,738
21294,FR,TRN,BRI,738
21295,FR,TRN,CRL,738
21296,FR,TRN,CTA,738
21297,FR,TRN,MLA,738
21298,FR,TRN,STN,738
21299,FR,TRN,TPS,738
21300,FR,TRS,AHO,738
21301,FR,TRS,BRI,738
21302,FR,TRS,BVA,738
21303,FR,TRS,CRL,738
21304,FR,TRS,STN,738
21305,FR,TRS,TPS,738
21306,FR,TRS,VLC,738
21307,FR,TSF,AGP,738
21308,FR,TSF,AHO,738
21309,FR,TSF,BCN,738
21310,FR,TSF,BDS,738
21311,FR,TSF,BLL,738
21312,FR,TSF,BRE,738
21313,FR,TSF,BRI,738
21314,FR,TSF,BRS,738
21315,FR,TSF,BRU,738
21316,FR,TSF,BUD,738
21317,FR,TSF,BVA,738
21318,FR,TSF,CAG,738
21319,FR,TSF,CHQ,738
21320,FR,TSF,CRL,738
21321,FR,TSF,CTA,738
21322,FR,TSF,DUB,738
21323,FR,TSF,EIN,738
21324,FR,TSF,EMA,738
21325,FR,TSF,HHN,738
21326,FR,TSF,LBA,738
21327,FR,TSF,MLA,738
21328,FR,TSF,NRN,738
21329,FR,TSF,NYO,738
21330,FR,TSF,PMO,738
21331,FR,TSF,RYG,738
21332,FR,TSF,STN,738
21333,FR,TSF,SUF,738
21334,FR,TSF,TPS,738
21335,FR,TSF,VLC,738
21336,FR,TUF,DUB,738
21337,FR,TUF,MRS,738
21338,FR,TUF,OPO,738
21339,FR,TUF,RAK,738
21340,FR,TUF,STN,738
21341,FR,VLC,BGY,738
21342,FR,VLC,BLQ,738
21343,FR,VLC,BRI,738
21344,FR,VLC,BRS,738
21345,FR,VLC,BRU,738
21346,FR,VLC,BVA,738
21347,FR,VLC,CIA,738
21348,FR,VLC,CRL,738
21349,FR,VLC,DUB,738
21350,FR,VLC,EMA,738
21351,FR,VLC,HHN,738
21352,FR,VLC,IBZ,738
21353,FR,VLC,LPA,738
21354,FR,VLC,MAH,738
21355,FR,VLC,MAN,738
21356,FR,VLC,MRS,738
21357,FR,VLC,NRN,738
21358,FR,VLC,OPO,738
21359,FR,VLC,PMI,738
21360,FR,VLC,PSA,738
21361,FR,VLC,SCQ,738
21362,FR,VLC,SDR,738
21363,FR,VLC,STN,738
21364,FR,VLC,TFS,738
21365,FR,VLC,TRS,738
21366,FR,VLC,TSF,738
21367,FR,VLL,BCN,738
21368,FR,VNO,BCN,738
21369,FR,VNO,BGY,738
21370,FR,VNO,BRE,738
21371,FR,VNO,BVA,738
21372,FR,VNO,CHQ,738
21373,FR,VNO,CIA,738
21374,FR,VNO,CRL,738
21375,FR,VNO,DUB,738
21376,FR,VNO,LPL,738
21377,FR,VNO,ORK,738
21378,FR,VNO,RYG,738
21379,FR,VNO,STN,738
21380,FR,VOL,CRL,738
21381,FR,VOL,HHN,738
21382,FR,VST,AGP,738
21383,FR,VST,ALC,738
21384,FR,VST,STN,738
21385,FR,VXO,ALC,738
21386,FR,WMI,ALC,738
21387,FR,WMI,BCN,738
21388,FR,WMI,BGY,738
21389,FR,WMI,BLQ,738
21390,FR,WMI,BRS,738
21391,FR,WMI,BVA,738
21392,FR,WMI,CHQ,738
21393,FR,WMI,CIA,738
21394,FR,WMI,CRL,738
21395,FR,WMI,DUB,738
21396,FR,WMI,EIN,738
21397,FR,WMI,EMA,738
21398,FR,WMI,GDN,738
21399,FR,WMI,LPL,738
21400,FR,WMI,MAN,738
21401,FR,WMI,MRS,738
21402,FR,WMI,NYO,738
21403,FR,WMI,PIK,738
21404,FR,WMI,PMI,738
21405,FR,WMI,PSA,738
21406,FR,WMI,RYG,738
21407,FR,WMI,SKG,738
21408,FR,WMI,SNN,738
21409,FR,WMI,STN,738
21410,FR,WMI,TPS,738
21411,FR,WMI,WRO,738
21412,FR,WRO,AGP,738
21413,FR,WRO,ALC,738
21414,FR,WRO,BGY,738
21415,FR,WRO,BLQ,738
21416,FR,WRO,BRS,738
21417,FR,WRO,CHQ,738
21418,FR,WRO,CIA,738
21419,FR,WRO,DUB,738
21420,FR,WRO,EMA,738
21421,FR,WRO,GRO,738
21422,FR,WRO,LPL,738
21423,FR,WRO,MLA,738
21424,FR,WRO,ORK,738
21425,FR,WRO,PIK,738
21426,FR,WRO,RYG,738
21427,FR,WRO,SNN,738
21428,FR,WRO,STN,738
21429,FR,WRO,WMI,738
21430,FR,XCR,OPO,738
21431,FR,XCR,RAK,738
21432,FR,XRY,BCN,738
21433,FR,XRY,HHN,738
21434,FR,XRY,STN,738
21435,FR,ZAD,BLL,738
21436,FR,ZAD,BVA,738
21437,FR,ZAD,CRL,738
21438,FR,ZAD,DUB,738
21439,FR,ZAD,FKB,738
21440,FR,ZAD,GSE,738
21441,FR,ZAD,HAU,738
21442,FR,ZAD,HHN,738
21443,FR,ZAD,MAN,738
21444,FR,ZAD,MRS,738
21445,FR,ZAD,NRN,738
21446,FR,ZAD,NYO,738
21447,FR,ZAD,RYG,738
21448,FR,ZAD,STN,738
21449,FR,ZAZ,ACE,738
21450,FR,ZAZ,BGY,738
21451,FR,ZAZ,BVA,738
21452,FR,ZAZ,CRL,738
